Ep.,구분,이름,메뉴,계절,시/도,군/구,지번,전화번호,비고,Filter,formatted_address,lat,lng
Ep.04-1,걸신 인문학,반룡산,국밥(가리국밥),,서울,강남,대치동 894-4,02-3446-8966,두부가 들어간 맑고 투명한 느낌. [최소영],1,대한민국 서울특별시 강남구 대치동 894-4,37.50447310000001,127.055795
Ep.04-1,걸신 인문학,현대식당,국밥(수구레 국밥),,경남,창녕,창녕읍 1069-2 창녕시장,055-614-3314,"소의 가죽과 근육 사이의 부위로 끓이는 육개장 형태의 국밥.
창녕 장날(38일장)에만 영업 한다고 함.
그 외에는 아래 주소의 본점에서 영업함.",1,대한민국 경상남도 창녕군 창녕읍 용석리 1069-2,35.5104212,128.4588698
Ep.04-1,걸신 인문학,현대식당,국밥(수구레 국밥),,대구,달성,현풍면 원교리 12,053-614-3314,,1,대한민국 대구광역시 달성군 현풍면 원교리 12,35.6943642,128.4422134
Ep.04-1,걸신 인문학,대성집,도가니탕,,서울,종로,행촌동 209-35,02-734-4714,,1,대한민국 서울특별시 종로구 행촌동 209-35,37.5726897,126.9609043
Ep.04-1,걸신 인문학,청진옥,국밥(선지 해장국),,서울,종로,종로1가 24,02-735-1690,2008년 현재 위치로 이전함.,1,대한민국 서울특별시 종로구 종로1가 24,37.5708033,126.9798544
Ep.04-2,맛집,キムラ屋 (키무라야),베이커리(단팥빵),,"東京都
(도쿄도)","中央区
(츄오구)","銀座4-5-7
(긴자 4-5-7)",+81 3-3561-0091,"130년된 빵집. 빵과 팥 앙금이 모두 완벽한 팥빵.
http://www.kimuraya-sohonten.co.jp/",1,"4 Chome-5-7 Ginza, Chūō-ku, Tōkyō-to 104-0061 일본",35.6717557,139.7651673
Ep.04-2,맛집,retro oven,베이커리(크로와상),,서울,강남,논현동 254-22 대부빌딩 1층,02-544-9045,,1,대한민국 서울특별시 강남구 논현동 254-22,37.5136671,127.0410001
Ep.04-2,맛집,MonCher(몽슈슈),베이커리(도지마롤),,"大阪府
(오오사카부)","大阪市
(오오사카시)","北区堂島浜2-1-2
(키타구 도지마하마 2-1-2)",+81 6-6136-8003,"홋까이도에서 공수한 생유로 크림을 만듬.
http://www.mon-cher.com/",1,"2 Chome-1-2 Dōjimahama, Kita-ku, Ōsaka-shi, Ōsaka-fu 530-0004 일본",34.694818,135.4954295
Ep.04-2,맛집,몽슈슈,베이커리(도지마롤),,서울,강남,압구정동 429,02-547-2233,현대백화점 지하,1,대한민국 서울특별시 강남구 압구정동 429,37.5273268,127.0274265
Ep.04-2,맛집,원조 할머니두부집,두부,,서울,종로,구기동 85-9,02-379-6276,이전 후 맛이 별로임.,1,대한민국 서울특별시 종로구 구기동 85-9,37.6081638,126.9575886
Ep.04-2,맛집,토속 칼국수,두부,,서울,종로,신영동 10-15,02-379-1732,할머니 두부 이전 후 추천하는 집이 됨.,1,대한민국 서울특별시 종로구 신영동 10-15,37.6043954,126.9614396
Ep.04-2,맛집,산울림,두부,,서울,종로,구기동 10-5,02-379-7084,서울시내 두부집 중 최고.,1,대한민국 서울특별시 종로구 구기동 10-5,37.6150431,126.9610503
Ep.04-2,맛집,기와집순두부,두부,,경기,남양주,조안면 조안리 169-3,031-576-9009,"매우 혼잡함에도 불구하고 품질을 유지하고 있음.
강남 분점 존재.",1,대한민국 경기도 남양주시 조안면 조안리 169-3,37.5372294,127.3024064
Ep.04-2,맛집,복두부집,두부(두부부침),,경기,파주,탄현면 갈현리 654-12,031-945-8258,"두부 부침을 제대로된 들기름과 두꺼운 돌판에 구워냄.
수도권 내에서 손 꼽히는 맛집.

S02E19
들기름으로 구운 두부구이는 주먹손두부에 비견되며 장단콩으로 만든 두부를 두툼하게 구워내 호쾌하고 박진감 있고 소박함.
주먹손두부의 두부가 부드럽고 매끈함이 특징이라면 이곳은 콩의 질감이 느껴지는 거친맛.
모든 메뉴가 다 좋은것은 아니며 두부 구이와 순두부, 순두부 찌게를 추천.",1,대한민국 경기도 파주시 탄현면 갈현리 654-12,37.774469,126.7166777
Ep.04-2,맛집,큰터손두부,두부,,강원,횡성,우천면 정금리 495-1,033-342-2667,,1,대한민국 강원도 횡성군 우천면 정금리 495-1,37.5068388,128.1045541
Ep.04-2,맛집,맛있는집,두부,,충남,청양,대치면 장곡리 215-5,041-943-8007,,1,대한민국 충청남도 청양군 대치면 장곡리 215-5,36.4098833,126.8504343
Ep.04-2,이 집에 가라,주먹손두부,두부,,경기,광주,중부면 불당길 22-38,031-748-8636,Ep. 28 태음인.,1,대한민국 경기도 광주시 중부면 불당길 22-38,37.4574201,127.2124894
Ep.05,맛집,一蘭 博多店 (이치란 하카타점),일본라면,,"福岡県
(후쿠오카현)","福岡市
(후쿠오카시)","博多区博多駅前2-2-1 福岡センタービルB2F
(하카타 구 하카타 역 앞 2-2-1 후쿠오카 센터 빌딩 B2F)",+81 92-473-0810,http://www.ichiran.co.jp/html/q_hakata.html,1,일본 〒812-0011 후쿠오카 현 후쿠오카 시 하카타 구 하카타 에키마에,33.5899949,130.4182818
Ep.05,맛집,하카다분코,일본라면(돈코츠),,서울,마포,상수동 93-28,02-338-5536,,1,대한민국 서울특별시 마포구 상수동 93-28,37.5488759,126.9237503
Ep.05,맛집,유타로,일본라면(쇼유라멘),,경기,성남,분당구 서현동 260-4,031-708-5999,덕산빌딩 101,1,대한민국 경기도 성남시 분당구 서현동 260-4,37.3865686,127.1221159
Ep.05,맛집,산쵸메,일본라면(미소라멘),,서울,마포,동교동 164-32,02-322-0098,,1,대한민국 서울특별시 마포구 동교동 164-32,37.5556118,126.9236206
Ep.05,맛집,어부집,메기탕/장어구이/장어탕,,경기,파주,파평면 율곡리 83-29,031-953-0787,"S02E19
황복으로도 유명하지만 양식이 안되 가격대비 추천을 꺼림.
일본식 강장 양념 사용.
함께 나오는 김치를 비롯한 개성스타일 반찬들의 맛이 좋음.",1,대한민국 경기도 파주시 파평면 율곡리 83-29,37.8967055,126.8192231
Ep.05,맛집,양평민물고기매운탕,메기탕,,서울,용산,청파동1가 149-3,02-712-6657,,1,대한민국 서울특별시 용산구 청파동1가 149-3,37.5489616,126.9697169
Ep.05,이 집에 가라,메기1번지,메기탕,,경기,고양,일산서구 법곳동 256-44,031-918-3838,연세 있는 연예인들을 볼 수 있는 집.,1,대한민국 경기도 고양시 일산서구 법곳동 256-44,37.6598167,126.7250631
Ep.05,이 집에 가라,초야식당,메기찜,,전남,장성,장성읍 상오리 688,061-393-0734,"전라남도에서도 유서깊은 집.
제 1회 남도 음식문화 경진대회에서 대상을 수상함.
함께 나오는 밑반찬 하나하나가 모두 뛰어남.
집 주인의 입담 역시 수준급임.
자연산 장어도 취급.
최근 메뉴판에서 사라졌으나 주문하면 나온다고 함. [압정]",1,대한민국 전라남도 장성군 장성읍 상오리 688,35.3454742,126.819388
Ep.06,맛집,전통식당,한정식,,전남,담양,고서면 고읍리 688-1,061-382-3111,,1,대한민국 전라남도 담양군 고서면 고읍리 688-1,35.2079857,126.9867314
Ep.06,맛집,합,떡,,서울,강남,청담동 93-3,070-4209-081,2호점도 있음,1,대한민국 서울특별시 강남구 청담동 93-3,37.5245436,127.0429935
Ep.06,맛집,소운빙,빙수(딸기빙수),,서울,서초,반포동 978,02-3471-2221,"이전 스노우볼에서 소운빙으로 개명함.
이촌점, 방배점 있음.
홍대, 가로수길, 교대, 이수, 건대 등이 추가됨.",1,대한민국 서울특별시 서초구 반포동 978,37.5017467,126.9901286
Ep.06,맛집,이강순실비집(실비집),낙지볶음,,서울,종로,관철동 11-11,02-737-7880,"S01E44에 소개됨.
S02E22에 소개됨.",1,대한민국 서울특별시 종로구 관철동 11-11,37.5685408,126.9861247
Ep.06,맛집,두암짚불구이,짚불돼지고기,,전남,무안,몽탄면 사창리 697-2,061-452-3775,,1,대한민국 전라남도 무안군 몽탄면 사창리 697-2,34.9653953,126.5189309
Ep.06,맛집,수한횟집,회(봄숭어),,전남,무안,해제면 송석리 5,061-454-7645,,1,대한민국 전라남도 무안군 해제면 송석리 5,35.1575118,126.3471129
Ep.06,맛집,프로젝트D,빙수(수박빙수),,경기,용인,기흥구 보정동 1189-6,031-898-0878,,1,대한민국 경기도 용인시 기흥구 보정동 1189-6,37.3214616,127.1109479
Ep.06,이 집에 가라,독천식당,갈낙탕,,전남,영암,학산면 독천리 184-12,061-472-4222,,1,대한민국 전라남도 영암군 학산면 독천리 184-12,34.7247456,126.5670805
Ep.06,이 집에 가라,무안식당,육사시미,,전남,무안,무안읍 성내리 187-1,061-453-1919,,1,대한민국 전라남도 무안군 무안읍 성내리 187-1,34.99053,126.4768469
Ep.06,이 집에 가라,제일회식당,낙지,,전남,무안,망운면 목서리 174,070-8837-1139,,1,대한민국 전라남도 무안군 망운면 목서리 174,35.0133855,126.3916834
Ep.07,맛집,오봉막국수,청국장,,강원,홍천,두촌면 자은리 726-1,033-435-2762,너클볼러 추천,1,대한민국 강원도 홍천군 두촌면 자은리 726-1,37.8862167,128.0252102
Ep.07,맛집,영광정메밀국수,막국수,,강원,양양,강현면 사교리 62,033-673-5254,"3가지 종류.
일반, 순면, 껍질 포함된 순면.
동치미 육수.

S02E21
과일을 이용해 육수를 만듦.",1,대한민국 강원도 양양군 강현면 사교리,38.1119232,128.5849873
Ep.07,맛집,서호막국수,막국수,,강원,인제,인제읍 가아리 58,033-461-2078,10시 영업 시작.,1,대한민국 강원도 인제군 인제읍 가아리 58,38.108912,128.1910099
Ep.07,맛집,천서리 막국수,막국수,,경기,여주,대신면 천서리 603-3,031-883-9799,고기 육수를 사용.,1,대한민국 경기도 여주군 대신면 천서리 603-3,37.4026711,127.5464774
Ep.07,이 집에 가라,샘밭막국수,막국수,,강원,춘천,신북읍 천전리 118-23,033-242-1702,"고기 육수와 동치미를 섞어 사용.
양념이나 간이 강하지 않음.
예전의 맛을 잘 유지하고 있음.
춘천 막국수 특유의 중용의 미가 좋음.
외곽 국도변에 있어 외갓집에 놀러온 듯한 정취가 있음.

S02E21
이전 같았으면 상위권에 위치할만한 곳이지만 근래 방문 후 실망함.
정갈하며 화려한 전형적인 춘천식 막국수.
수도권에 지점을 내며 맛이 떨어진 감이 있음.
춘천 3대 막국수.

걸신차트 막국수 11위",1,대한민국 강원도 춘천시 신북읍 천전리 118-23,37.9295615,127.7812078
Ep.07,맛집,실비막국수,막국수,,강원,춘천,소양로2가 127-2,033-254-2472,,1,대한민국 강원도 춘천시 소양로2가 127-2,37.8834872,127.7258225
Ep.07,맛집,산골면옥춘천막국수,막국수,,서울,중,을지로4가 61,02-2266-5409,예전부터 찾는 어르신들이 손님의 주를 이뤄 조금 부담스러운 분위기.,1,대한민국 서울특별시 중구 을지로4가 61,37.5669011,126.9973239
Ep.08,맛집,하동관(명동점),곰탕,,서울,중,명동1가 10-4,02-776-5656,"예전 을지로점에서 분리.
초반에는 맛이 변했으나 현재에는 안정을 찾음.",1,대한민국 서울특별시 중구 명동1가 10-4,37.5643946,126.9850185
Ep.08,맛집,하동관(삼성점),곰탕,,서울,강남,대치동 891-44,02-565-0003,"예전 을지로점에서 분리.
예전 을지로점 맛에 더 가까움.",1,대한민국 서울특별시 강남구 대치동 891-44,37.5050235,127.0553255
Ep.08,맛집,하얀집,곰탕,,전남,나주,중앙동 48-17,061-333-4292,"독보적인 맑은 국물을 자랑.
토렴된 밥과 국물의 조화가 좋음.
전라도 스타일의 김치가 강함.",1,대한민국 전라남도 나주시 중앙동 48-17,35.032244,126.7170409
Ep.08,맛집,노안집,곰탕,,전남,나주,금계동 23-5,061-333-2053,,1,대한민국 전라남도 나주시 금계동 23-5,35.0313943,126.7165578
Ep.08,맛집,탯자리나주곰탕,곰탕,,전남,나주,과원동 121-4,061-332-3377,,1,대한민국 전라남도 나주시 과원동 121-4,35.0322777,126.7162218
Ep.08,맛집,황순옥 나주곰집,곰탕,,광주,서,치평동 1243,062-374-8088,"하얀집 주방을 담당 하시던 할머니가 가계를 냄.
하얀집 옆에 잠시 있었으나 광주로 다시 이전함.
옟날 하얀집 맛.",1,대한민국 광주광역시 서구 치평동 1243,35.151195,126.8546173
Ep.08,이 집에 가라,애성회관,곰탕/장단콩 콩국수,,서울,중,북창동 93-57,02-352-0303,"곰탕의 원류에 가까운 간 방식인 간장 간을 사용함.
내장을 사용하지 않고 양지만으로 국물을 우려냄.
육수를 우려낸 양지가 수육 수준의 맛이 남.
기본 7000원 특 9000원.
S02E11 [생추어리] 제면기에 손이 말려들어가 1년째 깁스상태.
올해 콩국수 판매 여부 불투명.",1,대한민국 서울특별시 중구 북창동 93-57,37.562329,126.9789037
Ep.09,이 집에 가라,우래옥,냉면,,서울,중,주교동 118-1,02-2265-0151,"순면, 고기육수
순면이 사라져 비추하는 집이 됨.(41회)",1,대한민국 서울특별시 중구 주교동 118-1,37.5681851,126.9987092
Ep.09,이 집에 가라,평양면옥(의정부),"냉면, 만두, 만두국",,경기,의정부,의정부동 385,031-877-2282,"Ep.44
찐득해진듯 한 면과 고기 육수 향이 강해짐. 고기 고명 크기가 작아짐. [대뇌분열]",1,대한민국 경기도 의정부시 의정부동 385,37.7309408,127.0475165
Ep.09,맛집,필동면옥,냉면,,서울,중,필동3가 1-5,02-2266-2611,,1,대한민국 서울특별시 중구 필동3가 1-5,37.560355,126.9968978
Ep.09,맛집,을지면옥,"냉면, 돼지고기편육",,서울,중,입정동 177-1,02-2266-7052,,1,대한민국 서울특별시 중구 입정동 177-1,37.567529,126.9926586
Ep.09,맛집,평양면옥(장충동),냉면,,서울,중,장충동1가 26-14,02-2667-7784,본점. 의외로 가장 맛이 떨어짐.,1,대한민국 서울특별시 중구 장충동1가 26-14,37.5630843,127.0064971
Ep.09,맛집,평양면옥(분당),냉면,,경기,성남,분당구 서현동 194-2,031-701-7752,,1,대한민국 경기도 성남시 분당구 서현동 194-2,37.3850091,127.1352377
Ep.09,맛집,평양면옥(논현),냉면,,서울,강남,논현동 66-2,02-549-5378,,1,대한민국 서울특별시 강남구 논현동 66-2,37.5189036,127.0291479
Ep.09,맛집,옹진냉면,냉면,,인천,남,주안2동 509-13,032-875-0410,해주식,1,대한민국 인천광역시 남구 주안2동 509-13,37.4576033,126.6770969
Ep.09,맛집,옥천냉면,냉면,,경기,양평,옥천면 옥천리 760,031-772-9693,,1,대한민국 경기도 양평군 옥천면 옥천리 760,37.5196718,127.4577104
Ep.09,이 집에 가라,한마음면옥,냉면,,대전,서,도마2동 101-6,042-536-0408,"사리원 면옥 주방장 출신.
사태+동치미.
간장맛이 특이함.
가장 추천.

Ep.44
사리원면옥의 주방장이 운영.
묵직한 육수가 특징.

S02E19
맛이 전보다 좋아졌다는 평.",1,대한민국 대전광역시 서구 도마2동 101-6,36.3172649,127.3766626
Ep.09,이 집에 가라,원미면옥,냉면,,대전,동,비룡동 557,042-286-7883,"가을에서 초봄 추울때는 짬뽕과 우동을 판매.
1953년 개업.
닭육수를 사용하고 닭고기 고명이 올라옴.
가격이 매우 저렴함.
남매가 이웃간에 (주차장 기준)앞집 뒷집으로 영업함. (뒷집이 맛이 좋다고 함.)
앞집은 고명이 좀 적고 상대적으로 단맛이 난다고 지역에서 평가됨.
5000원.",1,대한민국 대전광역시 동구 비룡동,36.3431263,127.4754722
Ep.09,맛집,숯골원냉면,냉면,,대전,유성,신성동 136-2,042-861-3287,닭+동치미육수,1,대한민국 대전광역시 유성구 신성동 136-2,36.3901453,127.3502083
Ep.09,맛집,사리원면옥,냉면,,대전,중,대흥동 188-5,042-256-6506,소고기,1,대한민국 대전광역시 중구 대흥동 188-5,36.3261234,127.4265483
Ep.09,이 집에 가라,진수메밀냉면,냉면,,대전,중,산성동 279-3,042-586-7892,닭+소고기+동치미육수,1,대한민국 대전광역시 중구 산성동 279-3,36.3044603,127.3868392
Ep.09,맛집,봉피양,냉면,,서울,송파,방이동 205-8,02-415-5527,,1,대한민국 서울특별시 송파구 방이동 205-8,37.5099679,127.1261994
Ep.09,맛집,강서면옥,냉면,,서울,중,서소문동 120-15,02-752-1945,,1,대한민국 서울특별시 중구 서소문동 120-15,37.5619851,126.9739462
Ep.09,맛집,서부냉면,냉면,,경북,영주,풍기읍 서부리 133-5,054-636-2457,,1,대한민국 경상북도 영주시 풍기읍 서부리 133-5,36.8729914,128.5257708
Ep.09,맛집,고박사냉면집,냉면,,경기,평택,평택동 64-2,031-652-1199,고기육수,1,대한민국 경기도 평택시 평택동 64-2,36.9938022,127.0863766
Ep.10,이 집에 가라,제일식당,"순대국, 순대",,경기,용인,처인구 백암면 백암리 449-2,031-332-4608,,1,대한민국 경기도 용인시 처인구 백암면 백암리 449-2,37.16458009999999,127.3736161
Ep.10,맛집,박순자아우네순대,순대국,,충남,천안,동남구 병천면 병천리 173-6,041-564-1242,,1,대한민국 충청남도 천안시 동남구 병천면 병천리 173-6,36.7617441,127.2991117
Ep.10,맛집,충남집,순대국,,충남,천안,동남구 병천면 병천리 168-16,041-564-1079,,1,대한민국 충청남도 천안시 동남구 병천면 병천리 168-16,36.76211929999999,127.299022
Ep.10,맛집,제일순대식당,순대국,,전북,진안,진안읍 군상리 402-18,063-433-2246,,1,대한민국 전라북도 진안군 진안읍 군상리,35.8054967,127.4136542
Ep.10,맛집,이화순대,순대국,,인천,중,도원동 67-3,032-882-3039,순대는 별로,1,대한민국 인천광역시 중구 도원동 67-3,37.4642396,126.6404474
Ep.10,이 집에 가라,고궁식당,순대국,,경북,칠곡,왜관읍 삼청리 590-1,054-974-0055,"점포 이전을 하며 제공하는 메뉴가 많아짐.
2대가 물려 받음 평가는 보류. (소대가리님 지니즈님 제보)

S02E22 꿍님
방문후 실망함.
실망 소식이 계속됨.",1,대한민국 경상북도 칠곡군 왜관읍 삼청리 590-1,35.9785591,128.4273818
Ep.10,맛집,경북집,"동그랑땡, 순대",,서울,종로,관수동 4-3,02-2275-8177,평안도 방식 순대,1,대한민국 서울특별시 종로구 관수동 4-3,37.5695464,126.9888585
Ep.11,맛집,교동반점(교동짬뽕),짬뽕(매운짬뽕),,강원,강릉,교동 162-126,033-646-3833,10시 오픈. 최대한 빨리 가야 먹을 수 있음.,1,대한민국 강원도 강릉시 교동 162-126,37.758351,128.8930428
Ep.11,맛집,복성루,짬뽕,,전북,군산,미원동 332,063-445-8412,"1-2회에 소개됨.
일요일 휴무.",1,대한민국 전라북도 군산시 미원동 332,35.9781983,126.7158224
Ep.11,이 집에 가라,지린성,짬뽕,,전북,군산,미원동 87,063-467-2905,,1,대한민국 전라북도 군산시 미원동 87,35.9796917,126.7147382
Ep.11,맛집,쌍용반점,짬뽕,,전북,군산,금동 1-69,063-445-2633,,1,대한민국 전라북도 군산시 금동 1-69,35.9930377,126.7102398
Ep.11,이 집에 가라,동해원,짬뽕,,충남,공주,소학동 194-1,041-852-3624,재개발로 이전 주소에서 이전함.,1,대한민국 충청남도 공주시 소학동 194-1,36.4502316,127.1479672
Ep.11,맛집,단골식당,짬뽕,,충북,충주,주덕읍 신양리 266-8,043-846-4175,,1,대한민국 충청북도 충주시 주덕읍 신양리 266-8,36.9722006,127.7945055
Ep.11,이 집에 가라,천지궁(서초점),짬뽕(굴짬뽕),,서울,서초,서초동 1589-8,02-585-8116,,1,대한민국 서울특별시 서초구 서초동 1589-8,37.4851745,127.0131415
Ep.11,맛집,매화,짬뽕(굴짬뽕),,서울,마포,연남동 227-23,02-332-0078,,1,대한민국 서울특별시 마포구 연남동 227-23,37.56276680000001,126.9262795
Ep.11,맛집,신동양,짬뽕(흰매운짬뽕),,전북,익산,갈산동 129-2,063-855-3100,,1,대한민국 전라북도 익산시 갈산동 129-2,35.9364954,126.9527156
Ep.11,맛집,경발원,짬뽕(흰매운짬뽕),,서울,동대문,휘경동 261-1,02-2244-2616,S02E13 깐풍기 추천.,1,대한민국 서울특별시 동대문구 휘경동 261-1,37.5904039,127.0612202
Ep.11,맛집,용인죽전 교동짬뽕,짬뽕,,경기,용인,수지구 죽전동 1190-5,031-898-3323,용인 죽전점을 강조. (41회),1,대한민국 경기도 용인시 수지구 죽전동 1190-5,37.33126439999999,127.1275275
